ticker,name,sector,index,market_cap,price,avg_dollar_volume,exchange,quote_type,profit_margin,free_cash_flow,roe,revenue_growth,current_ratio,exclusion_reasons
XEL,Xcel Energy,Utilities,S&P 500,49096253440,78.6,408198882.0,NMS,EQUITY,0.15278,-7907999744.0,0.0992,-0.051,0.701,free_cash_flow=-7907999744; roe=0.0992; revenue_growth=-0.051; current_ratio=0.701
XYL,Xylem Inc.,Industrials,S&P 500,28469047296,121.93,199034874.1,NYQ,EQUITY,0.111549996,1183750016.0,0.09182999,0.015,1.613,roe=0.09182999
YUM,Yum! Brands,Consumer Discretionary,S&P 500,41027948544,150.34,387298391.0,NYQ,EQUITY,0.25406998,833249984.0,,0.122,0.592,roe=None; current_ratio=0.592
ZBRA,Zebra Technologies,Information Technology,S&P 500,18023047168,378.37,393421558.6,NMS,EQUITY,0.092180006,576750016.0,0.15286,0.204,0.516,current_ratio=0.516
ZBH,Zimmer Biomet,Health Care,S&P 500,18671312896,97.89,295123666.5,NYQ,EQUITY,0.09481,1090899968.0,0.06413,0.048,1.691,roe=0.06413
ZTS,Zoetis,Health Care,S&P 500,30388465664,73.54,619120758.2,NYQ,EQUITY,0.27685,2016999936.0,0.64911,-0.002,3.084,revenue_growth=-0.002
AAL,American Airlines Group,Industrials,S&P 400 (MidCap),9883210752,14.93,715053388.9,NMS,EQUITY,-0.00559,519249984.0,,0.163,0.534,profit_margin=-0.00559; roe=None; current_ratio=0.534
AAON,AAON,Industrials,S&P 400 (MidCap),7027524096,85.23,117477622.8,NMS,EQUITY,0.08243,-213758000.0,0.17284,1.012,3.013,free_cash_flow=-213758000
ACI,Albertsons,Consumer Staples,S&P 400 (MidCap),5882238976,12.01,101192296.7,NYQ,EQUITY,0.00079,1753387520.0,0.02717,0.002,0.842,roe=0.02717; current_ratio=0.842
ACM,AECOM,Industrials,S&P 400 (MidCap),7855629824,61.04,137227686.4,NYQ,EQUITY,0.01871,379882112.0,0.16605,-0.142,1.057,revenue_growth=-0.142
ADC,Agree Realty,Real Estate,S&P 400 (MidCap),9274835968,74.36,100922135.6,NYQ,EQUITY,0.28842,447780000.0,0.037049998,0.168,0.271,roe=0.037049998; current_ratio=0.271
AGCO,AGCO,Industrials,S&P 400 (MidCap),7111721984,101.55,101990727.0,NYQ,EQUITY,0.05154,450262496.0,0.118269995,-0.01,1.321,revenue_growth=-0.01
AHR,American Healthcare REIT,Real Estate,S&P 400 (MidCap),10135266304,52.59,168376351.20000002,NYQ,EQUITY,0.048309997,396657984.0,0.03951,0.247,1.314,roe=0.03951
ALGM,Allegro MicroSystems,Information Technology,S&P 400 (MidCap),7916495360,42.47,103030521.2,NMS,EQUITY,0.01501,103498872.0,0.015269999,0.275,3.703,roe=0.015269999
ALK,Alaska Air Group,Industrials,S&P 400 (MidCap),5284926976,47.37,102426729.9,NYQ,EQUITY,-0.011849999,-23750000.0,-0.04598,0.097,0.547,profit_margin=-0.011849999; free_cash_flow=-23750000; roe=-0.04598; current_ratio=0.547
ALLY,Ally Financial,Financials,S&P 400 (MidCap),13460836352,44.25,116727517.5,NYQ,EQUITY,0.1841,,0.09681,0.11,,free_cash_flow=None; roe=0.09681; current_ratio=None
AM,Antero Midstream,Energy,S&P 400 (MidCap),10556748800,22.24,59413047.99999999,NYQ,EQUITY,0.3045,432616640.0,0.19822,0.083,0.842,current_ratio=0.842
AMH,American Homes 4 Rent,Real Estate,S&P 400 (MidCap),13868677120,33.83,85503971.8,NYQ,EQUITY,0.25530002,822327360.0,0.07084,0.028,1.672,roe=0.07084
AMKR,Amkor Technology,Information Technology,S&P 400 (MidCap),13779232768,55.59,264258738.9,NMS,EQUITY,0.07448,-378785984.0,0.12514,0.256,2.171,free_cash_flow=-378785984
AN,AutoNation,Consumer Discretionary,S&P 400 (MidCap),6897145344,208.62,108455279.4,NYQ,EQUITY,0.02822,356124992.0,0.32766998,-0.006,0.782,revenue_growth=-0.006; current_ratio=0.782
AR,Antero Resources,Energy,S&P 400 (MidCap),11522813952,37.48,174691656.39999998,NYQ,EQUITY,0.18746,391220736.0,0.14216,0.126,0.401,current_ratio=0.401
ARWR,Arrowhead Pharmaceuticals,Health Care,S&P 400 (MidCap),12289775616,87.25,113804537.5,NMS,EQUITY,-0.4779,-48628124.0,-0.55207,1.71,5.899,profit_margin=-0.4779; free_cash_flow=-48628124; roe=-0.55207
ASB,Associated Bank,Financials,S&P 400 (MidCap),6063509504,32.13,44539248.6,NYQ,EQUITY,0.32459998,,0.096949995,0.235,,free_cash_flow=None; roe=0.096949995; current_ratio=None
ASH,Ashland Global,Materials,S&P 400 (MidCap),3421680640,74.72,61366788.8,NYQ,EQUITY,0.02823,269124992.0,0.0399,0.073,3.047,roe=0.0399
AVAV,AeroVironment,Industrials,S&P 400 (MidCap),9808343040,193.81,235391935.5,NMS,EQUITY,-0.13411,-251387504.0,-0.10029,1.333,4.304,profit_margin=-0.13411; free_cash_flow=-251387504; roe=-0.10029
AVNT,Avient,Materials,S&P 400 (MidCap),4157647360,45.33,48318606.9,NYQ,EQUITY,0.051030003,263787504.0,0.071100004,0.058,1.9,roe=0.071100004
AVT,Avnet,Information Technology,S&P 400 (MidCap),7981763072,97.31,146290988.5,NMS,EQUITY,0.0121,-132748872.0,0.06665,0.477,1.777,free_cash_flow=-132748872; roe=0.06665
AVTR,Avantor,Health Care,S&P 400 (MidCap),9421678592,13.93,133078165.5,NYQ,EQUITY,-0.08809,450337504.0,-0.09701,0.005,1.782,profit_margin=-0.08809; roe=-0.09701
BAH,Booz Allen Hamilton,Industrials,S&P 400 (MidCap),9430342656,78.4,155782368.0,NYQ,EQUITY,0.07013,860875008.0,0.68637,-0.042,1.595,revenue_growth=-0.042
BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,S&P 400 (MidCap),3654315520,18.13,88492892.6,NYQ,EQUITY,0.10035,729000000.0,,-0.032,1.379,roe=None; revenue_growth=-0.032
BC,Brunswick,Consumer Discretionary,S&P 400 (MidCap),5205177344,80.33,59674747.1,NYQ,EQUITY,-0.01528,385062496.0,-0.048270002,0.077,1.447,profit_margin=-0.01528; roe=-0.048270002
BHF,Brighthouse Financial,Financials,S&P 400 (MidCap),3440341760,59.82,54187947.0,NMS,EQUITY,0.12154,19879124992.0,0.13535,0.867,0.774,current_ratio=0.774
BILL,Bill Holdings,Information Technology,S&P 400 (MidCap),4850360832,48.7,105821691.0,NYQ,EQUITY,0.0001,167608256.0,4.0000003e-05,0.135,1.661,roe=4.0000003e-05
BIO,Bio-Rad Laboratories,Health Care,S&P 400 (MidCap),9689838592,362.08,99782006.4,NYQ,EQUITY,0.085889995,283187488.0,0.0311,-0.001,3.142,roe=0.0311; revenue_growth=-0.001
BJ,BJ's Wholesale Club,Consumer Staples,S&P 400 (MidCap),11838365696,92.71,128227201.0,NYQ,EQUITY,0.026010001,89211000.0,0.27885,0.099,0.727,current_ratio=0.727
BKH,Black Hills Corporation,Utilities,S&P 400 (MidCap),5578680320,73.16,65756208.0,NYQ,EQUITY,0.13008,-77750000.0,0.07958,0.031,0.523,free_cash_flow=-77750000; roe=0.07958; current_ratio=0.523
BMRN,BioMarin Pharmaceutical,Health Care,S&P 400 (MidCap),13596620800,70.24,196877803.2,NMS,EQUITY,0.02142,85157376.0,0.011820001,0.199,2.387,roe=0.011820001
BRKR,Bruker,Health Care,S&P 400 (MidCap),9030336512,59.27,180359202.7,NMS,EQUITY,-0.020350002,179937504.0,-0.029979998,0.052,1.847,profit_margin=-0.020350002; roe=-0.029979998
BRX,Brixmor Property Group,Real Estate,S&P 400 (MidCap),9123313664,29.73,66372522.3,NYQ,EQUITY,0.30822,603135104.0,0.14413,0.043,0.596,current_ratio=0.596
BSY,Bentley Systems,Information Technology,S&P 400 (MidCap),10793779200,35.73,102236035.5,NMS,EQUITY,0.18100001,397979616.0,0.24517,0.128,0.595,current_ratio=0.595
BWA,BorgWarner,Consumer Discretionary,S&P 400 (MidCap),14022427648,68.85,177168951.0,NYQ,EQUITY,0.02893,1066249984.0,0.08056,0.003,2.127,roe=0.08056
BYD,Boyd Gaming,Consumer Discretionary,S&P 400 (MidCap),6028946432,82.98,73564259.4,NYQ,EQUITY,0.44341,283961504.0,0.93084997,0.0,0.774,current_ratio=0.774
CAR,Avis Budget Group,Industrials,S&P 400 (MidCap),4930768384,139.58,61881397.2,NMS,EQUITY,-0.05431,1093124992.0,,-0.013,0.848,profit_margin=-0.05431; roe=None; revenue_growth=-0.013; current_ratio=0.848
CAVA,Cava Group,Consumer Discretionary,S&P 400 (MidCap),8114526720,69.47,302000678.7,NYQ,EQUITY,0.04822,-721500.0,0.083229996,0.313,2.483,free_cash_flow=-721500; roe=0.083229996
CBSH,Commerce Bancshares,Financials,S&P 400 (MidCap),8564335104,59.71,55159500.9,NMS,EQUITY,0.3164,,0.14694001,0.142,,free_cash_flow=None; current_ratio=None
CELH,Celsius Holdings,Consumer Staples,S&P 400 (MidCap),6988828160,27.62,445750894.0,NCM,EQUITY,0.04237,358259008.0,0.05113,0.106,1.798,roe=0.05113
CFR,Frost Bank,Financials,S&P 400 (MidCap),10441616384,168.01,107721291.6,NYQ,EQUITY,0.30192,,0.15498,0.061,,free_cash_flow=None; current_ratio=None
CG,Carlyle Group (The),Financials,S&P 400 (MidCap),17200185344,48.27,241868902.50000003,NMS,EQUITY,0.13012,,0.077659994,-0.329,1.808,free_cash_flow=None; roe=0.077659994; revenue_growth=-0.329
CHDN,Churchill Downs Inc.,Consumer Discretionary,S&P 400 (MidCap),6170562048,88.53,122103231.9,NMS,EQUITY,0.13804,138712496.0,0.33848,0.049,0.356,current_ratio=0.356
CHE,Chemed Corp.,Health Care,S&P 400 (MidCap),7071110656,541.02,91161870.0,NYQ,EQUITY,0.10597,307859488.0,0.27106002,0.088,0.911,current_ratio=0.911
CHH,Choice Hotels,Consumer Discretionary,S&P 400 (MidCap),4750210048,105.54,63858032.400000006,NYQ,EQUITY,0.32631,212277504.0,5.66362,0.071,0.926,current_ratio=0.926
CHWY,Chewy,Consumer Discretionary,S&P 400 (MidCap),9150630912,22.35,148532512.5,NYQ,EQUITY,0.01987,463275008.0,0.63816,0.077,0.784,current_ratio=0.784
CLF,Cleveland-Cliffs,Materials,S&P 400 (MidCap),6989115392,12.25,209130897.5,NYQ,EQUITY,-0.045640003,6125000.0,-0.13862,0.059,1.89,profit_margin=-0.045640003; roe=-0.13862
CNH,CNH Industrial,Industrials,S&P 400 (MidCap),17255542784,10.73,185442727.2,NYQ,EQUITY,0.0171,566249984.0,0.03914,0.02,4.883,roe=0.03914
CNM,Core & Main,Industrials,S&P 400 (MidCap),8914454528,46.06,85610800.8,NYQ,EQUITY,0.058720004,437875008.0,0.23888001,-0.001,2.312,revenue_growth=-0.001
CNX,CNX Resources,Energy,S&P 400 (MidCap),5287505408,35.74,55979204.6,NYQ,EQUITY,0.44368,437116736.0,0.21249,-0.181,0.716,revenue_growth=-0.181; current_ratio=0.716
COLB,Columbia Banking System,Financials,S&P 400 (MidCap),9120847872,32.25,84901995.0,NMS,EQUITY,0.28383,,0.11028,0.351,,free_cash_flow=None; current_ratio=None
CRBG,Corebridge Financial,Financials,S&P 400 (MidCap),15058194432,33.78,208552990.8,NYQ,EQUITY,0.046479996,642249984.0,0.07139,0.259,1.223,roe=0.07139
CTRE,CareTrust REIT,Real Estate,S&P 400 (MidCap),9253241856,39.16,81488044.0,NYQ,EQUITY,0.62194,-80309504.0,0.09056,0.032,3.304,free_cash_flow=-80309504; roe=0.09056
CUBE,CubeSmart,Real Estate,S&P 400 (MidCap),9345250304,41.22,92153080.8,NYQ,EQUITY,0.29334998,486035744.0,0.12028,0.015,0.1,current_ratio=0.1
CUZ,Cousins Properties,Real Estate,S&P 400 (MidCap),4854114816,29.49,56618440.8,NYQ,EQUITY,0.00627,-25106624.0,0.0015199999,0.116,0.524,free_cash_flow=-25106624; roe=0.0015199999; current_ratio=0.524
CYTK,Cytokinetics,Health Care,S&P 400 (MidCap),10515731456,75.64,164348322.8,NMS,EQUITY,0.0,-397408736.0,,-0.571,6.661,profit_margin=0.0; free_cash_flow=-397408736; roe=None; revenue_growth=-0.571
DBX,Dropbox,Information Technology,S&P 400 (MidCap),7312595456,33.63,171480042.60000002,NMS,EQUITY,0.17491,783075008.0,,0.009,1.074,roe=None
DKS,Dick's Sporting Goods,Consumer Discretionary,S&P 400 (MidCap),18138585088,202.66,312732752.4,NYQ,EQUITY,0.04711,-537311360.0,0.20903999,0.627,1.501,free_cash_flow=-537311360
DLB,Dolby,Information Technology,S&P 400 (MidCap),5750327296,61.39,64159916.8,NYQ,EQUITY,0.16700001,331846016.0,0.08758,-0.033,3.185,roe=0.08758; revenue_growth=-0.033
DOCN,DigitalOcean,Information Technology,S&P 400 (MidCap),15592032256,133.37,488781044.5,NYQ,EQUITY,0.23265,-23832624.0,0.62273,0.286,1.311,free_cash_flow=-23832624
DOCU,Docusign,Information Technology,S&P 400 (MidCap),11093881856,58.1,161743428.0,NMS,EQUITY,0.09592,1250368768.0,0.16440001,0.087,0.665,current_ratio=0.665
DT,Dynatrace,Information Technology,S&P 400 (MidCap),14322945024,49.56,336733437.6,NYQ,EQUITY,0.072230004,546524224.0,0.058790002,0.162,1.208,roe=0.058790002
DTM,DT Midstream,Energy,S&P 400 (MidCap),13886321664,136.12,146096234.8,NYQ,EQUITY,0.35724998,128000000.0,0.09901,0.11,1.372,roe=0.09901
EGP,EastGroup Properties,Real Estate,S&P 400 (MidCap),10940180480,203.45,106996389.5,NYQ,EQUITY,0.40567002,379368000.0,0.08732,0.091,0.412,roe=0.08732; current_ratio=0.412
ELAN,Elanco,Health Care,S&P 400 (MidCap),11056630784,22.13,265946168.5,NYQ,EQUITY,-0.03964,826875008.0,-0.029779999,0.102,2.05,profit_margin=-0.03964; roe=-0.029779999
ELF,e.l.f. Beauty,Consumer Staples,S&P 400 (MidCap),5465320960,92.62,296405302.6,NYQ,EQUITY,-0.0023100001,84486248.0,-0.00291,0.355,3.071,profit_margin=-0.0023100001; roe=-0.00291
ELS,Equity Lifestyle Properties,Real Estate,S&P 400 (MidCap),12818555904,63.97,84842771.3,NYQ,EQUITY,0.25625,603528512.0,0.22877,0.064,0.139,current_ratio=0.139
ENTG,Entegris,Information Technology,S&P 400 (MidCap),24532484096,161.08,445297606.00000006,NMS,EQUITY,0.091850005,477787488.0,0.07671,0.115,3.049,roe=0.07671
EQH,Equitable Holdings,Financials,S&P 400 (MidCap),14148361216,51.87,199194804.9,NYQ,EQUITY,-0.08719,-8824250368.0,-0.25131,-0.298,2.03,profit_margin=-0.08719; free_cash_flow=-8824250368; roe=-0.25131; revenue_growth=-0.298
ESAB,ESAB,Industrials,S&P 400 (MidCap),5349539840,86.05,57064918.0,NYQ,EQUITY,0.05747,146126368.0,0.08727,0.129,1.962,roe=0.08727
EVR,Evercore,Financials,S&P 400 (MidCap),11535410176,299.95,168115976.0,NYQ,EQUITY,0.15818,,0.39504,0.188,1.827,free_cash_flow=None
EWBC,East West Bancorp,Financials,S&P 400 (MidCap),18503450624,135.05,75888646.5,NMS,EQUITY,0.50064,,0.16577,0.163,,free_cash_flow=None; current_ratio=None
FAF,First American Financial Corporation,Financials,S&P 400 (MidCap),7381830144,72.3,44697306.0,NYQ,EQUITY,0.09333,2337762560.0,0.13846,0.15,0.396,current_ratio=0.396
FBIN,Fortune Brands Innovations,Industrials,S&P 400 (MidCap),5833683968,48.87,135283888.79999998,NYQ,EQUITY,0.0339,360150016.0,0.06406,-0.041,2.014,roe=0.06406; revenue_growth=-0.041
FFIN,First Financial Bankshares,Financials,S&P 400 (MidCap),5009028096,34.95,22620339.0,NMS,EQUITY,0.42218,,0.14408,0.098,,free_cash_flow=None; current_ratio=None
FHN,First Horizon,Financials,S&P 400 (MidCap),12261352448,25.88,154946406.79999998,NYQ,EQUITY,0.30191,,0.11453,0.09,,free_cash_flow=None; current_ratio=None
FLG,Flagstar Bank,Financials,S&P 400 (MidCap),5898469376,14.21,56561910.3,NYQ,EQUITY,0.023629999,,0.0059100003,0.153,,free_cash_flow=None; roe=0.0059100003; current_ratio=None
FLR,Fluor,Industrials,S&P 400 (MidCap),6958547456,52.03,179740756.8,NYQ,EQUITY,-0.12848,21500000.0,-0.45167,0.088,1.796,profit_margin=-0.12848; roe=-0.45167
FLS,Flowserve,Industrials,S&P 400 (MidCap),10345977856,80.95,147877031.5,NYQ,EQUITY,0.08012,428336256.0,0.16936001,-0.016,2.153,revenue_growth=-0.016
FN,Fabrinet,Information Technology,S&P 400 (MidCap),20490311680,571.88,442492150.0,NYQ,EQUITY,0.0994,-79178376.0,0.1999,0.393,2.549,free_cash_flow=-79178376
FNB,FNB Corporation,Financials,S&P 400 (MidCap),6859425280,19.27,71697310.89999999,NYQ,EQUITY,0.34615,,0.0904,0.068,,free_cash_flow=None; roe=0.0904; current_ratio=None
FND,Floor & Decor,Consumer Discretionary,S&P 400 (MidCap),6318049792,59.33,180235047.2,NYQ,EQUITY,0.04927,140193248.0,0.09694,0.03,1.333,roe=0.09694
FNF,Fidelity National Financial,Financials,S&P 400 (MidCap),12784751616,47.67,75915428.4,NYQ,EQUITY,0.05029,3589125120.0,0.102110006,0.105,0.94,current_ratio=0.94
FOUR,Shift4,Financials,S&P 400 (MidCap),3467928320,43.92,92882455.2,NYQ,EQUITY,0.021960001,353524992.0,0.064899996,0.341,1.211,roe=0.064899996
GATX,GATX,Industrials,S&P 400 (MidCap),6337610240,179.51,40357438.2,NYQ,EQUITY,0.17938,-4936737280.0,0.117989995,0.348,3.302,free_cash_flow=-4936737280
GBCI,Glacier Bancorp,Financials,S&P 400 (MidCap),6403337216,49.18,51868178.8,NYQ,EQUITY,0.27603,,0.07946,0.415,,free_cash_flow=None; roe=0.07946; current_ratio=None
GEF,"Greif, Inc.",Materials,S&P 400 (MidCap),5003774976,88.02,28296669.6,NYQ,EQUITY,0.24743,,,0.035,1.289,free_cash_flow=None; roe=None
GME,GameStop,Consumer Discretionary,S&P 400 (MidCap),8318736384,18.54,179731395.0,NYQ,EQUITY,0.20446,-1261250048.0,0.14095001,0.141,12.401,free_cash_flow=-1261250048
GNTX,Gentex,Consumer Discretionary,S&P 400 (MidCap),4983072768,23.4,48757644.0,NMS,EQUITY,0.15499,368035744.0,0.16354999,-0.01,3.038,revenue_growth=-0.01
GPK,Graphic Packaging,Materials,S&P 400 (MidCap),3458923520,11.69,60479150.2,NYQ,EQUITY,0.02246,237875008.0,0.060100004,-0.007,1.379,roe=0.060100004; revenue_growth=-0.007
GXO,GXO Logistics,Industrials,S&P 400 (MidCap),5520031232,47.98,108213612.2,NYQ,EQUITY,0.0095999995,340624992.0,0.04502,0.043,0.789,roe=0.04502; current_ratio=0.789
H,Hyatt,Consumer Discretionary,S&P 400 (MidCap),16809006080,178.37,195643350.8,NYQ,EQUITY,0.02333,170250000.0,0.02157,-0.066,0.62,roe=0.02157; revenue_growth=-0.066; current_ratio=0.62
HGV,Hilton Grand Vacations,Consumer Discretionary,S&P 400 (MidCap),3490591232,44.91,63355435.2,NYQ,EQUITY,0.0321,-127000000.0,0.11456,0.062,4.814,free_cash_flow=-127000000
HIMS,Hims & Hers Health,Health Care,S&P 400 (MidCap),6992402432,29.97,416017466.1,NYQ,EQUITY,-0.05509,849437248.0,-0.32033002,0.382,0.934,profit_margin=-0.05509; roe=-0.32033002; current_ratio=0.934
HLI,Houlihan Lokey,Financials,S&P 400 (MidCap),8625391616,123.42,153483877.8,NYQ,EQUITY,0.16077,,0.17794001,-0.155,1.664,free_cash_flow=None; revenue_growth=-0.155
HOG,Harley-Davidson,Consumer Discretionary,S&P 400 (MidCap),2702762752,25.97,46009750.5,NYQ,EQUITY,0.0478,122405248.0,0.06093,-0.059,1.903,roe=0.06093; revenue_growth=-0.059
HOMB,Home BancShares,Financials,S&P 400 (MidCap),6225544704,31.12,42434609.6,NYQ,EQUITY,0.43603,,0.11106,0.086,,free_cash_flow=None; current_ratio=None
HR,Healthcare Realty Trust,Real Estate,S&P 400 (MidCap),6737945600,19.21,77452030.60000001,NYQ,EQUITY,-0.07571,493022368.0,-0.019199999,-0.043,0.342,profit_margin=-0.07571; roe=-0.019199999; revenue_growth=-0.043; current_ratio=0.342
HWC,Hancock Whitney,Financials,S&P 400 (MidCap),6340830208,79.04,56631369.6,NMS,EQUITY,0.30262,,0.097040005,0.076,,free_cash_flow=None; roe=0.097040005; current_ratio=None
IBOC,Intl Bancshares Corp,Financials,S&P 400 (MidCap),4521944576,72.71,25500124.1,NMS,EQUITY,0.4934,,0.1292,-0.0,,free_cash_flow=None; current_ratio=None
IDA,Idacorp,Utilities,S&P 400 (MidCap),8210677760,141.95,66531964.99999999,NYQ,EQUITY,0.18781,-1221291392.0,0.094390005,0.042,0.986,free_cash_flow=-1221291392; roe=0.094390005; current_ratio=0.986
IDCC,InterDigital,Information Technology,S&P 400 (MidCap),9069004800,351.43,101011524.9,NMS,EQUITY,0.38323003,600847744.0,0.26403,-0.134,1.743,revenue_growth=-0.134
IPGP,IPG Photonics,Information Technology,S&P 400 (MidCap),3705752064,87.31,40405321.8,NMS,EQUITY,0.02577,48475500.0,0.01302,0.111,6.179,roe=0.01302
IRT,Independence Realty Trust,Real Estate,S&P 400 (MidCap),4057409792,16.79,63148533.2,NYQ,EQUITY,0.06421,186066880.0,0.0125899995,0.03,0.588,roe=0.0125899995; current_ratio=0.588
JEF,Jefferies,Financials,S&P 400 (MidCap),11149948928,54.82,107620431.2,NYQ,EQUITY,0.23019,,,0.35,,free_cash_flow=None; roe=None; current_ratio=None
KBH,KB Home,Consumer Discretionary,S&P 400 (MidCap),3421082880,55.8,51794676.0,NYQ,EQUITY,0.049439996,316819744.0,0.06989,-0.273,5.635,roe=0.06989; revenue_growth=-0.273
KD,Kyndryl,Information Technology,S&P 400 (MidCap),2849062656,13.08,61394119.2,NYQ,EQUITY,0.0058099995,2652624896.0,0.069299996,-0.033,0.848,roe=0.069299996; revenue_growth=-0.033; current_ratio=0.848
KNF,Knife River Corporation,Materials,S&P 400 (MidCap),3826344960,67.42,74524045.4,NYQ,EQUITY,0.042290002,-3501250.0,0.09122,0.126,2.665,free_cash_flow=-3501250; roe=0.09122
KNSL,Kinsale Capital Group,Financials,S&P 400 (MidCap),8508196864,373.52,101716966.4,NYQ,EQUITY,0.28492,982102720.0,0.30268,0.168,0.194,current_ratio=0.194
KNX,Knight-Swift,Industrials,S&P 400 (MidCap),11606129664,71.31,249918730.8,NYQ,EQUITY,0.00555,491255488.0,0.00611,0.126,0.877,roe=0.00611; current_ratio=0.877
KRC,Kilroy Realty Corp,Real Estate,S&P 400 (MidCap),4256118272,36.24,39836820.0,NYQ,EQUITY,0.1547,718001472.0,0.03431,-0.06,1.103,roe=0.03431; revenue_growth=-0.06
KRG,Kite Realty Group Trust,Real Estate,S&P 400 (MidCap),5470273536,26.31,90259875.3,NYQ,EQUITY,0.41806,152751120.0,0.10738,-0.08,0.929,revenue_growth=-0.08; current_ratio=0.929
KTOS,Kratos Defense & Security Solutions,Industrials,S&P 400 (MidCap),11967524864,63.82,290469071.6,NMS,EQUITY,0.020299999,-118287504.0,0.011469999,0.305,5.541,free_cash_flow=-118287504; roe=0.011469999
LAMR,Lamar Advertising Company,Real Estate,S&P 400 (MidCap),15645759488,154.07,125801236.4,NMS,EQUITY,0.23905,564673344.0,0.59433,0.065,0.627,current_ratio=0.627
LFUS,Littelfuse,Information Technology,S&P 400 (MidCap),11658279936,459.01,126048736.1,NMS,EQUITY,-0.00308,364767136.0,-0.0030899998,0.204,2.761,profit_margin=-0.00308; roe=-0.0030899998
LPX,Louisiana-Pacific,Industrials,S&P 400 (MidCap),5150558720,73.66,104659811.0,NYQ,EQUITY,0.02187,-96000000.0,0.03098,-0.121,3.221,free_cash_flow=-96000000; roe=0.03098; revenue_growth=-0.121
LSCC,Lattice Semiconductor,Information Technology,S&P 400 (MidCap),18323920896,129.27,280850709.3,NMS,EQUITY,0.05579,155063248.0,0.04927,0.622,3.024,roe=0.04927
MANH,Manhattan Associates,Information Technology,S&P 400 (MidCap),11231287296,192.63,188243814.9,NMS,EQUITY,0.18667999,321116384.0,0.96378,0.093,0.983,current_ratio=0.983
MEDP,Medpace,Health Care,S&P 400 (MidCap),16662700032,596.98,136851695.20000002,NMS,EQUITY,0.17665,510396512.0,1.6215401,0.172,0.732,current_ratio=0.732
MIDD,Middleby,Industrials,S&P 400 (MidCap),5378264064,118.95,72934192.5,NMS,EQUITY,-0.13906,,0.10974,-0.105,1.987,profit_margin=-0.13906; free_cash_flow=None; revenue_growth=-0.105
MMS,Maximus Inc.,Industrials,S&P 400 (MidCap),2850356480,54.44,42841558.0,NYQ,EQUITY,0.07067,354073760.0,0.21112,-0.051,2.421,revenue_growth=-0.051
MOH,Molina Healthcare,Health Care,S&P 400 (MidCap),10756331520,206.06,125603873.0,NYQ,EQUITY,-0.00016000001,700249984.0,-0.0016,-0.057,1.679,profit_margin=-0.00016000001; roe=-0.0016; revenue_growth=-0.057
MP,MP Materials,Materials,S&P 400 (MidCap),9637076992,54.11,442107919.4,NYQ,EQUITY,-0.14563,-432948864.0,-0.03585,1.197,9.51,profit_margin=-0.14563; free_cash_flow=-432948864; roe=-0.03585
MTDR,Matador Resources,Energy,S&P 400 (MidCap),6498333696,52.51,116035022.7,NYQ,EQUITY,0.18847999,-907763968.0,0.13592,0.268,0.65,free_cash_flow=-907763968; current_ratio=0.65
MTG,MGIC Investment Corporation,Financials,S&P 400 (MidCap),6285024768,30.64,52809878.4,NYQ,EQUITY,0.59204,518861888.0,0.13923,-0.029,4.964,revenue_growth=-0.029
MTN,Vail Resorts,Consumer Discretionary,S&P 400 (MidCap),5286590464,148.36,68870195.60000001,NYQ,EQUITY,0.05539,134862496.0,0.1685,-0.07,0.911,revenue_growth=-0.07; current_ratio=0.911
MTZ,MasTec,Industrials,S&P 400 (MidCap),22574522368,281.11,527255538.2000001,NYQ,EQUITY,0.03069,-57898876.0,0.16176,0.234,1.4,free_cash_flow=-57898876
MUR,Murphy Oil,Energy,S&P 400 (MidCap),5055618048,35.26,71106373.8,NYQ,EQUITY,0.09826,344718368.0,0.06461,0.356,0.854,roe=0.06461; current_ratio=0.854
MUSA,Murphy USA,Consumer Discretionary,S&P 400 (MidCap),10052763648,546.93,188843990.4,NYQ,EQUITY,0.03232,386800000.0,0.86394,0.408,0.925,current_ratio=0.925
MZTI,The Marzetti Company,Consumer Staples,S&P 400 (MidCap),3178253824,115.9,34497635.0,NMS,EQUITY,0.090629995,186684496.0,0.17231001,-0.01,2.584,revenue_growth=-0.01
NFG,National Fuel Gas,Utilities,S&P 400 (MidCap),7767085568,81.72,62823884.4,NYQ,EQUITY,0.26864,-24765500.0,0.19576,0.011,3.201,free_cash_flow=-24765500
NJR,New Jersey Resources,Utilities,S&P 400 (MidCap),5587018752,55.36,44454080.0,NYQ,EQUITY,0.16423,-259436368.0,0.14453,0.168,0.661,free_cash_flow=-259436368; current_ratio=0.661
NLY,Annaly Capital Management,Financials,S&P 400 (MidCap),17418340352,23.11,181628654.1,NYQ,EQUITY,0.90681,,0.19567,4.794,0.558,free_cash_flow=None; current_ratio=0.558
NNN,NNN Reit,Real Estate,S&P 400 (MidCap),8792377344,45.81,65869282.8,NYQ,EQUITY,0.40353,-1371816320.0,0.08719,0.077,0.179,free_cash_flow=-1371816320; roe=0.08719; current_ratio=0.179
NOV,NOV Inc.,Energy,S&P 400 (MidCap),7453957120,20.91,66028970.7,NYQ,EQUITY,0.011,673374976.0,0.01545,-0.025,2.422,roe=0.01545; revenue_growth=-0.025
